site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section
Urinary Bladder,AJCC8,any,N,N3,Lymph node metastasis to the common iliac lymph nodes,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00875
Urinary Bladder,AJCC8,any,M,M0,No distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00876
Urinary Bladder,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00876
Urinary Bladder,AJCC8,any,M,M1a,Distant metastasis limited to lymph nodes beyond the common iliacs,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00876
Urinary Bladder,AJCC8,any,M,M1b,Non-lymph-node distant metastases,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00876
Urinary Bladder,AJCC8,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00878
Urinary Bladder,AJCC8,any,G,G1,Well differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00878
Urinary Bladder,AJCC8,any,G,G2,Moderately differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00878
Urinary Bladder,AJCC8,any,G,G3,Poorly differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,202,B00878
Urethra,AJCC8,any,M,M0,No distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00879
Urethra,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00879
Urethra,AJCC8,any,T,Tis,N0 M0 0is,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,Ta,N0 M0 0a,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T1,N0 M0 I,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T1,N1 M0 III,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T2,N0 M0 II,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T2,N1 M0 III,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T3,N0 M0 III,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T3,N1 M0 III,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T4,N0 M0 IV,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T4,N1 M0 IV Any T N2 M0 IV Any T Any N M1 IV LG Low grade HG High grade Male Penile Urethra and Female Urethra T,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,Ta,Non-invasive papillary carcinoma,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,Tis,Carcinoma in situ,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T1,Tumor invades subepithelial connective tissue,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T2,"Tumor invades any of the following: corpus spongiosum, periurethral muscle",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T3,"Tumor invades any of the following: corpus cavernosum, anterior vagina",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T4,"Tumor invades other adjacent organs (e.g., invasion of the bladder wall) Prostatic Urethra T T Definition",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,Tis,Carcinoma in situ involving the prostatic urethra or periurethral or prostatic ducts without stromal invasion,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T1,Tumor invades urethral subepithelial connective tissue immediately underlying the urothelium,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T2,Tumor invades the prostatic stroma surrounding ducts either by direct extension from the urothelial surface or by invasion from prostatic ducts,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T3,Tumor invades the periprostatic fat,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,T,T4,"Tumor invades other adjacent organs (e.g., extraprostatic invasion of the bladder wall, rectal wall)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00883
Urethra,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,No regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N1,"Single regional lymph node metastasis in the inguinal region or true pelvis [perivesical, obturator, internal (hypogastric) and external iliac], or presacral lymph node",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N2,"Multiple regional lymph node metastasis in the inguinal region or true pelvis [perivesical, obturator, internal (hypogastric) and external iliac], or presacral lymph node When T is… And N is… And M is… Then the stage group is… Tis",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 0is Ta,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 0a T1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 I T1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N1,M0 III T2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 II T2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N1,M0 III T3,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 III T3,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N1,M0 III T4,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N0,M0 IV T4,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N1,M0 IV Any T,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Urethra,AJCC8,any,N,N2,"M0 IV Any T Any N M1 IV LG Low grade HG High grade Male Penile Urethra and Female Urethra T TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Non-invasive papillary carcinoma Tis Carcinoma in situ T1 Tumor invades subepithelial connective tissue T2 Tumor invades any of the following: corpus spongiosum, periurethral muscle T3 Tumor invades any of the following: corpus cavernosum, anterior vagina T4 Tumor invades other adjacent organs (e.g., invasion of the bladder wall) Prostatic Urethra T T Definition TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Non-invasive papillary carcinoma Tis Carcinoma in situ involving the prostatic urethra or periurethral or prostatic ducts without stromal invasion T1 Tumor invades urethral subepithelial connective tissue immediately underlying the urothelium T2 Tumor invades the prostatic stroma surrounding ducts either by direct extension from the urothelial surface or by invasion from prostatic ducts T3 Tumor invades the periprostatic fat T4 Tumor invades other adjacent organs (e.g., extraprostatic invasion of the bladder wall, rectal wall)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,205,B00884
Eyelid Carcinoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N0,No evidence of lymph node involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N1,"Metastasis in a single ipsilateral regional lymph node, <=3 cm in greatest dimension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N1a,Metastasis in a single ipsilateral lymph node based on clinical evaluation or imaging findings,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N1b,Metastasis in a single ipsilateral lymph node based on lymph node biopsy,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N2,"Metastasis in a single ipsilateral lymph node, >3 cm in greatest dimension, or in bilateral or contralateral lymph nodes",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N2a,Metastasis documented based on clinical evaluation or imaging findings,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,N,N2b,Metastasis documented based on microscopic findings on lymph node biopsy,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00888
Eyelid Carcinoma,AJCC8,any,M,M0,No distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00889
Eyelid Carcinoma,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00889
Eyelid Carcinoma,AJCC8,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00891
Eyelid Carcinoma,AJCC8,any,G,G1,Well differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00891
Eyelid Carcinoma,AJCC8,any,G,G2,Moderately differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00891
Eyelid Carcinoma,AJCC8,any,G,G3,Poorly differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00891
Eyelid Carcinoma,AJCC8,any,G,G4,Undifferentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,207,B00891
Conjunctival Melanoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T0,No evidence of primary tumor cT Category cT Criteria,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T1,Tumor of the bulbar conjunctiva,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T1a,<1 quadrant,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T1b,>=1 to <2 quadrants,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T1c,>=2 to <3 quadrants T1d >=3 quadrants,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T2,"Tumor of the nonbulbar (forniceal, palpebral, tarsal) conjunctiva, and tumor involving the caruncle",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T2a,"Noncaruncular, and <=1 quadrant of the nonbulbar conjunctiva involved",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T2b,"Noncaruncular, and >1 quadrant of the nonbulbar conjunctiva involved",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T2c,"Caruncular, and <=1 quadrant of the nonbulbar conjunctiva involved T2d Caruncular, and >1 quadrant of the nonbulbar conjunctiva involved",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T3,Tumor of any size with local invasion,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T3a,Globe,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T3b,Eyelid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T3c,Orbit T3d Nasolacrimal duct and/or lacrimal sac and/or paranasal sinuses,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Conjunctival Melanoma,AJCC8,any,T,T4,Tumor of any size with invasion of the central nervous system,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,213,B00897
Uveal Melanoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1,Tumor limited to the iris,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1a,"Tumor limited to the iris, not more than 3 clock hours in size",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1b,"Tumor limited to the iris, more than 3 clock hours in size",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1c,Tumor limited to the iris with secondary glaucoma,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2,"Tumor confluent with or extending into the ciliary body, choroid, or both",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2a,"Tumor confluent with or extending into the ciliary body, without secondary glaucoma",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2b,"Tumor confluent with or extending into the ciliary body and choroid, without secondary glaucoma",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2c,"Tumor confluent with or extending into the ciliary body, choroid, or both, with secondary glaucoma",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T3,"Tumor confluent with or extending into the ciliary body, choroid, or both, with scleral extension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4,Tumor with extrascleral extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4a,Tumor with extrascleral extension <=5 mm in largest diameter,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4b,"Tumor with extrascleral extension >5 mm in largest diameter Note: Iris melanomas originate from, and are predominantly located in, this region of the uvea. If less than half the tumor volume is located within the iris, the tumor may have originated in the ciliary body, and consideration should be given to classifying it accordingly. Choroidal and Ciliary Body Melanomas",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1,Tumor size category 1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1a,Tumor size category 1 without ciliary body involvement and extraocular extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1b,Tumor size category 1 with ciliary body involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T1c,Tumor size category 1 without ciliary body involvement but with extraocular extension <=5 mm in largest diameter T1d Tumor size category 1 with ciliary body involvement and extraocular extension <=5 mm in largest diameter,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2,Tumor size category 2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2a,Tumor size category 2 without ciliary body involvement and extraocular extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2b,Tumor size category 2 with ciliary body involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T2c,Tumor size category 2 without ciliary body involvement but with extraocular extension <=5 mm in largest diameter T2d Tumor size category 2 with ciliary body involvement and extraocular extension <=5 mm in largest diameter,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T3,Tumor size category 3,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T3a,Tumor size category 3 without ciliary body involvement and extraocular extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T3b,Tumor size category 3 with ciliary body involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T3c,Tumor size category 3 without ciliary body involvement but with extraocular extension <=5 mm in largest diameter T3d Tumor size category 3 with ciliary body involvement and extraocular extension <=5 mm in largest diameter,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4,Tumor size category 4,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4a,Tumor size category 4 without ciliary body involvement and extraocular extension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4b,Tumor size category 4 with ciliary body involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,T,T4c,Tumor size category 4 without ciliary body involvement but with extraocular extension <=5 mm in largest diameter,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,215,B00901
Uveal Melanoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00902
Uveal Melanoma,AJCC8,any,N,N0,No regional lymph node involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00902
Uveal Melanoma,AJCC8,any,N,N1,Regional lymph node metastases or discrete tumor deposits in the orbit,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00902
Uveal Melanoma,AJCC8,any,N,N1a,Metastasis in one or more regional lymph node(s),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00902
Uveal Melanoma,AJCC8,any,N,N1b,"No regional lymph nodes are positive, but there are discrete tumor deposits in the orbit that are not contiguous to the eye (choroidal and ciliary body).",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00902
Uveal Melanoma,AJCC8,any,M,M0,No distant metastasis by clinical classification,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00903
Uveal Melanoma,AJCC8,any,M,M1,Distant metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00903
Uveal Melanoma,AJCC8,any,M,M1a,Largest diameter of the largest metastasis <=3.0 cm,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00903
Uveal Melanoma,AJCC8,any,M,M1b,Largest diameter of the largest metastasis 3.1-8.0 cm,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00903
Uveal Melanoma,AJCC8,any,M,M1c,Largest diameter of the largest metastasis >=8.1 cm,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00903
Uveal Melanoma,AJCC8,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00905
Uveal Melanoma,AJCC8,any,G,G1,Spindle cell melanoma (>90% spindle cells),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00905
Uveal Melanoma,AJCC8,any,G,G2,Mixed cell melanoma (>10% epithelioid cells and <90% spindle cells),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00905
Uveal Melanoma,AJCC8,any,G,G3,"Epithelioid cell melanoma (>90% epithelioid cells) Note: Because of the lack of universal agreement regarding which pro- portion of epithelioid cells classifies a tumor as mixed or epithelioid, some ophthalmic pathologists currently combine grades 2 and 3 (non- spindle, i.e. epithelioid cells detected) and contrast them with grade 1 (spindle, i.e. no epithelioid cells detected).",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,216,B00905
Retinoblastoma,AJCC8,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,220,B00915
Retinoblastoma,AJCC8,any,G,G1,Tumor with areas of retinoma (fleurettes or neuronal differentiation),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,220,B00915
Retinoblastoma,AJCC8,any,G,G2,Tumor with many rosettes (Flexner-Wintersteiner or Homer Wright),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,220,B00915
Retinoblastoma,AJCC8,any,G,G3,Tumor with occasional rosettes (Flexner-Wintersteiner or Homer Wright),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,220,B00915
Retinoblastoma,AJCC8,any,G,G4,Tumor with poorly differentiated cells without rosettes and/or with extensive areas (more than half of tumor) of anaplasia,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,220,B00915
Ocular Adnexal Lymphoma,AJCC8,any,T,TX,Lymphoma extent not specified,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,T,T0,No evidence of lymphoma,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,T,T1,Lymphoma involving the conjunctiva alone without eyelid or orbital involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,T,T2,Lymphoma with orbital involvement with or without conjunctival involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,T,T3,Lymphoma with preseptal eyelid involvement with or without orbital involvement and with or without conjunctival involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,T,T4,"Orbital adnexal lymphoma and extraorbital lymphoma extending beyond the orbit to adjacent structures, such as bone, maxillofacial sinuses, and brain.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00921
Ocular Adnexal Lymphoma,AJCC8,any,N,NX,Involvement of lymph nodes not assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N0,No evidence of lymph node involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N1,"Involvement of lymph node region or regions draining the ocular adnexal structures and superior to the mediastinum (preauricular, parotid, submandibular, and cervical nodes)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N1a,Involvement of a single lymph node region superior to the mediastinum,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N1b,"Involvement of two or more lymph node regions, superior to the mediastinum",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N2,Involvement of lymph node regions of the mediastinum,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,N,N3,Diffuse or disseminated involvement of peripheral and central lymph node regions,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00922
Ocular Adnexal Lymphoma,AJCC8,any,M,M0,No evidence of involvement of other extranodal sites,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00923
Ocular Adnexal Lymphoma,AJCC8,any,M,M1,Evidence of involvement of other extranodal sites,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00923
Ocular Adnexal Lymphoma,AJCC8,any,M,M1a,"Noncontiguous involvement of tissues or organs external to the ocular adnexa (e.g., parotid glands, submandibular gland, lung, liver, spleen, kidney, breast)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00923
Ocular Adnexal Lymphoma,AJCC8,any,M,M1b,Lymphomatous involvement of the bone marrow,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00923
Ocular Adnexal Lymphoma,AJCC8,any,M,M1c,Both M1a and M1b involvement,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00923
Ocular Adnexal Lymphoma,AJCC8,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00925
Ocular Adnexal Lymphoma,AJCC8,any,G,G1,1-5 centroblasts per 10 high-power fields (HPF),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,227,B00925
