site,edition,classification,t,n,m,grade,location,stage,note
Bone: Pelvis,AJCC8,any,T2,N0,M0,Any,Any,IIB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G3, 4 High grade | upper limb and; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Pelvis | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Bone: Pelvis,AJCC8,any,T3,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_carried; extra_factors/raw_extra=G1,2 Low grade, GX | and associated; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Pelvis | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Bone: Pelvis,AJCC8,any,T2,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | upper limb, scapula,; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Pelvis | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Bone: Pelvis,AJCC8,any,T1,N0,M0,Any,Any,IA,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | C40.0 Long bones of; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Pelvis | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,Any,Any,M1b,Any,Any,IVB,"source_page=305; extract_method=stage_carried; extra_factors/raw_extra=Any G | Any T | Any N | M1b | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,Any,N1,Any,Any,Any,IVB,"source_page=305; extract_method=stage_first; extra_factors/raw_extra=Any G | IVB | Any T | N1 | Any M | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,Any,N0,M1a,Any,Any,IVA,"source_page=305; extract_method=stage_first; extra_factors/raw_extra=Any G | IVA | Any T | N0 | M1a | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T1,N0,M0,Any,Any,IIA,"source_page=300; extract_method=stage_first; extra_factors/raw_extra=G3, 4 High grade | Clear cell; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T3,N0,M0,Any,Any,III,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G3, 4 | C40.2 Long bones of; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T2,N0,M0,Any,Any,IIB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G3, 4 High grade | upper limb and; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T3,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_carried; extra_factors/raw_extra=G1,2 Low grade, GX | and associated; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T2,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | upper limb, scapula,; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
"Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones",AJCC8,any,T1,N0,M0,Any,Any,IA,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | C40.0 Long bones of; duplicate_source_page=300; duplicate_source_page=305 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Bone -> tool_site=Bone: Appendicular Skeleton, Trunk, Skull and Facial Bones | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Anus,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=181; extract_method=stage_first; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Anus,AJCC8,any,Any,N3,M0,Any,Any,IIIB,source_page=181; extract_method=stage_carried; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Anus,AJCC8,any,Any,N2,M0,Any,Any,IIIB,"source_page=181; extract_method=stage_carried; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Anus,AJCC8,any,T4,N1,M0,Any,Any,IIIB,"source_page=181; extract_method=stage_first; extra_factors/raw_extra=8243-8245, 8250-8576,; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Anus,AJCC8,any,T4,N0,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Anus,AJCC8,any,T2,N1,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; duplicate_source_page=185; duplicate_source_page=187 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Anus -> tool_site=Anus | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4b,N2a,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Esophagus and Esophagogastric Junction: Other Histologies,AJCC8,any,T2|T3,N0,M0,Any,Any,IB,"source_page=129; extract_method=stage_carried; extra_factors/raw_extra=1, X | Lower, X | T2-3 | N0 | M0 | 1, X | Lower, X | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Esophagus and EGJ -> tool_site=Esophagus and Esophagogastric Junction: Other Histologies | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Esophagus and Esophagogastric Junction: Other Histologies,AJCC8,any,T2|T3,N0,M0,Any,Any,IIB,"source_page=129; extract_method=stage_first; extra_factors/raw_extra=2-3 | Upper, middle | IIB | T2-3 | N0 | M0 | 2-3 | Upper, middle | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Esophagus and EGJ -> tool_site=Esophagus and Esophagogastric Junction: Other Histologies | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Lung,AJCC8,any,Any,Any,M1b,Any,Any,IV,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,Any,Any,M1a,Any,Any,IV,source_page=270; extract_method=stage_first; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T4,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T4,N2,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T3,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2b,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2a,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1b,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1a,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_first; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T4,N1,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T4,N0,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T3,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,TX,N0,M0,Any,Any,Occult,source_page=284; extract_method=stage_first; extra_factors/raw_extra=Occult | TX | N0 | M0 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T3,N1,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2a,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1b,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1a,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_first; extra_factors/raw_extra=8980-8981; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T3,N0,M0,Any,Any,IIB,source_page=269; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2b,N1,M0,Any,Any,IIB,source_page=269; extract_method=stage_first; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2a,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1b,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1a,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; extra_factors/raw_extra=25; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2b,N0,M0,Any,Any,IIA,source_page=269; extract_method=stage_first; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T2a,N0,M0,Any,Any,IB,source_page=269; extract_method=stage_first; extra_factors/raw_extra=of lung; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1b,N0,M0,Any,Any,IA,source_page=269; extract_method=stage_carried; extra_factors/raw_extra=C34.8 Overlapping lesion; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Lung,AJCC8,any,T1a,N0,M0,Any,Any,IA,"source_page=269; extract_method=stage_first; extra_factors/raw_extra=C34.3 Lower lobe, lung; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Lung,AJCC8,any,T2b,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Lung -> tool_site=Lung | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Malignant Pleural Mesothelioma,AJCC8,any,T1,N0,M0,Any,Any,I,"source_page=287; extract_method=stage_first; extra_factors/raw_extra=C38.4 Pleura, NOS; duplicate_source_page=292 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pleural Mesothelioma -> tool_site=Malignant Pleural Mesothelioma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Malignant Pleural Mesothelioma,AJCC8,any,T1a,N0,M0,Any,Any,IA,source_page=287; extract_method=stage_first; duplicate_source_page=292 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pleural Mesothelioma -> tool_site=Malignant Pleural Mesothelioma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Malignant Pleural Mesothelioma,AJCC8,any,T1b,N0,M0,Any,Any,IB,source_page=287; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=292 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pleural Mesothelioma -> tool_site=Malignant Pleural Mesothelioma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T1|T2|T3|T4a,N2a,M0,Any,Any,IIC,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C44.8 Overlapping lesion | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Melanoma of the Skin,AJCC8,any,T4b,N0,M0,Any,Any,IIC,source_page=342; extract_method=stage_first; extra_factors/raw_extra=IIC | T4b | N0 | M0; duplicate_source_page=358 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Melanoma of the Skin -> tool_site=Melanoma of the Skin | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
